 typeid |                            typename                            | typeclass |    size    | published | marketgroup | groupid | raceid 
  11630 | ECM - Phase Inverter I Blueprint                               |           |          0 |         1 |         323 |     130 |       
  11631 | ECM - Spatial Destabilizer I Blueprint                         |           |          0 |         1 |         323 |     130 |       
  11632 | ECM - White Noise Generator I Blueprint                        |           |          0 |         1 |         323 |     130 |       
  11634 | Signal Amplifier I Blueprint                                   |           |          0 |         1 |         322 |     347 |       
  11803 | Remote Sensor Dampener I Blueprint                             |           |          0 |         1 |         324 |     223 |       
  11808 | Sensor Booster II Blueprint                                    |           |          0 |         1 |         324 |     223 |       
  11812 | Signal Amplifier II Blueprint                                  |           |          0 |         1 |         322 |     347 |       
  11820 | Gravimetric Backup Array I Blueprint                           |           |          0 |         1 |         322 |     347 |       
  11821 | Gravimetric Backup Array II Blueprint                          |           |          0 |         1 |         322 |     347 |       
  11824 | LADAR Backup Array I Blueprint                                 |           |          0 |         1 |         322 |     347 |       
  11825 | LADAR Backup Array II Blueprint                                |           |          0 |         1 |         322 |     347 |       
  11828 | Magnetometric Backup Array I Blueprint                         |           |          0 |         1 |         322 |     347 |       
  11829 | Magnetometric Backup Array II Blueprint                        |           |          0 |         1 |         322 |     347 |       
  11832 | Multi Sensor Backup Array I Blueprint                          |           |          0 |         1 |         322 |     347 |       
  11833 | Multi Sensor Backup Array II Blueprint                         |           |          0 |         1 |         322 |     347 |       
  11836 | RADAR Backup Array I Blueprint                                 |           |          0 |         1 |         322 |     347 |       
  11837 | RADAR Backup Array II Blueprint                                |           |          0 |         1 |         322 |     347 |       
  11840 | Tracking Computer II Blueprint                                 |           |          0 |         1 |         343 |     224 |       
  11844 | Tracking Disruptor II Blueprint                                |           |          0 |         1 |         323 |     343 |       
  11848 | Tracking Enhancer II Blueprint                                 |           |          0 |         1 |         343 |     344 |       
  11851 | Tracking Link II Blueprint                                     |           |          0 |         1 |         324 |     345 |       
  11857 | R.Db - Roden Shipyards Blueprint                               |           |          0 |         1 |         941 |     356 |       
  11859 | R.A.M.- Energy Tech Blueprint                                  |           |          0 |         1 |         941 |     356 |       
  11860 | R.A.M.- Cybernetics Blueprint                                  |           |          0 |         1 |         941 |     356 |       
  11870 | R.A.M.- Electronics Blueprint                                  |           |          0 |         1 |         941 |     356 |       
  11873 | R.A.M.- Armor/Hull Tech Blueprint                              |           |          0 |         1 |         941 |     356 |       
  11876 | R.Db - Boundless Creations Blueprint                           |           |          0 |         1 |         941 |     356 |       
  11877 | R.Db - Core Complexion Blueprint                               |           |          0 |         1 |         941 |     356 |       
  11878 | R.Db - CreoDron Blueprint                                      |           |          0 |         1 |         941 |     356 |       
  11879 | R.Db - Duvolle Labs Blueprint                                  |           |          0 |         1 |         941 |     356 |       
  11880 | R.Db - Carthum Conglomerate Blueprint                          |           |          0 |         1 |         941 |     356 |       
  11881 | R.Db - Kaalakiota Blueprint                                    |           |          0 |         1 |         941 |     356 |       
  11882 | R.Db - Khanid Innovation Blueprint                             |           |          0 |         1 |         941 |     356 |       
  11883 | R.Db - Thukker Mix Blueprint                                   |           |          0 |         1 |         941 |     356 |       
  11890 | R.A.M.- Starship Tech Blueprint                                |           |          0 |         1 |         941 |     356 |       
  11891 | R.A.M.- Weapon Tech Blueprint                                  |           |          0 |         1 |         941 |     356 |       
  12275 | Ballistic Control System I Blueprint                           |           |          0 |         1 |         343 |     400 |       
  20281 | Siege Module I Blueprint                                       |           |          0 |         1 |         343 |     516 |       
  21943 | Amarr Factory Outpost Platform Blueprint                       |           |          0 |         1 |         798 |     535 |       
  21944 | Caldari Research Outpost Platform Blueprint                    |           |          0 |         1 |         798 |     535 |       
  21945 | Gallente Administrative Outpost Platform Blueprint             |           |          0 |         1 |         798 |     535 |       
  31755 | Medium Anti-Thermal Screen Reinforcer I Blueprint              |           |       0.01 |         1 |        1268 |     787 |       
  31729 | Small Anti-Explosive Screen Reinforcer I Blueprint             |           |       0.01 |         1 |        1267 |     787 |       
  20783 | Domination EMP M                                               |           |      0.025 |         1 |         988 |      83 |       
  20785 | Domination Carbonized Lead L                                   |           |       0.04 |         1 |         987 |      83 |       
  20787 | Domination Nuclear L                                           |           |      0.035 |         1 |         987 |      83 |       
  20789 | Domination Proton L                                            |           |       0.03 |         1 |         987 |      83 |       
  20410 | Datacore - Gallentean Starship Engineering                     |           |          1 |         1 |         966 |     333 |       
  31734 | Small Anti-Explosive Screen Reinforcer II                      |           |       0.01 |         1 |        1234 |     774 |       
  20411 | Datacore - High Energy Physics                                 |           |          1 |         1 |         966 |     333 |       
  20413 | Datacore - Laser Physics                                       |           |          1 |         1 |         966 |     333 |       
  20414 | Datacore - Quantum Physics                                     |           |          1 |         1 |         966 |     333 |       
  20415 | Datacore - Molecular Engineering                               |           |          1 |         1 |         966 |     333 |       
  20416 | Datacore - Nanite Engineering                                  |           |          1 |         1 |         966 |     333 |       
  20417 | Datacore - Electromagnetic Physics                             |           |          1 |         1 |         966 |     333 |       
  20418 | Datacore - Electronic Engineering                              |           |          1 |         1 |         966 |     333 |       
  20419 | Datacore - Graviton Physics                                    |           |          1 |         1 |         966 |     333 |       
  20420 | Datacore - Rocket Science                                      |           |          1 |         1 |         966 |     333 |       
  20421 | Datacore - Amarrian Starship Engineering                       |           |          1 |         1 |         966 |     333 |       
  20423 | Datacore - Nuclear Physics                                     |           |          1 |         1 |         966 |     333 |       
  20424 | Datacore - Mechanical Engineering                              |           |          1 |         1 |         966 |     333 |       
  20425 | Datacore - Offensive Subsystems Engineering                    |           |          1 |         1 |         966 |     333 |       
  20433 | Talocan Technology                                             |           |       0.01 |         1 |         375 |     270 |       
  20444 | Dual Giga Pulse Laser I                                        |           |       4000 |         1 |         774 |      53 |       
  20445 | Dual Giga Pulse Laser I Blueprint                              |           |       0.01 |         1 |         794 |     133 |       
  20446 | Dual Giga Beam Laser I                                         |           |       4000 |         1 |         773 |      53 |       
  20447 | Dual Giga Beam Laser I Blueprint                               |           |       0.01 |         1 |         794 |     133 |       
  20448 | Dual 1000mm Railgun I                                          |           |       4000 |         1 |         772 |      74 |       
  20449 | Dual 1000mm Railgun I Blueprint                                |           |       0.01 |         1 |         792 |     154 |       
  20450 | Ion Siege Blaster Cannon I                                     |           |       4000 |         1 |         771 |      74 |       
  20451 | Ion Siege Blaster Cannon I Blueprint                           |           |       0.01 |         1 |         792 |     154 |       
  20452 | 6x2500mm Repeating Artillery I                                 |           |       4000 |         1 |         776 |      55 |       
  20453 | 6x2500mm Repeating Artillery I Blueprint                       |           |       0.01 |         1 |         793 |     135 |       
  20454 | Quad 3500mm Siege Artillery I                                  |           |       4000 |         1 |         775 |      55 |       
  20455 | Quad 3500mm Siege Artillery I Blueprint                        |           |       0.01 |         1 |         793 |     135 |       
  20494 | Armored Warfare                                                |           |       0.01 |         1 |         370 |     258 |       
  20495 | Information Warfare                                            |           |       0.01 |         1 |         370 |     258 |       
  20498 | Halo Alpha                                                     |           |          1 |         1 |         618 |     300 |       
  20499 | Slave Alpha                                                    |           |          1 |         1 |         618 |     300 |       
  20500 | Halo Beta                                                      |           |          1 |         1 |         619 |     300 |       
  20501 | Slave Beta                                                     |           |          1 |         1 |         619 |     300 |       
  20502 | Halo Delta                                                     |           |          1 |         1 |         621 |     300 |       
  20503 | Slave Delta                                                    |           |          1 |         1 |         621 |     300 |       
  20504 | Halo Epsilon                                                   |           |          1 |         1 |         622 |     300 |       
  20505 | Slave Epsilon                                                  |           |          1 |         1 |         622 |     300 |       
  20506 | Halo Gamma                                                     |           |          1 |         1 |         620 |     300 |       
  20507 | Slave Gamma                                                    |           |          1 |         1 |         620 |     300 |       
  20508 | Halo Omega                                                     |           |          1 |         1 |        1151 |     300 |       
  20509 | Slave Omega                                                    |           |          1 |         1 |        1151 |     300 |       
  20514 | Siege Warfare Link - Shield Harmonizing                        |           |         60 |         1 |         779 |     316 |       
  20524 | Amarr Freighter                                                |           |       0.01 |         1 |         377 |     257 |       
  20525 | Amarr Dreadnought                                              |           |       0.01 |         1 |         377 |     257 |       
  20526 | Caldari Freighter                                              |           |       0.01 |         1 |         377 |     257 |       
  20527 | Gallente Freighter                                             |           |       0.01 |         1 |         377 |     257 |       
  31722 | Small Anti-EM Screen Reinforcer II                             |           |       0.01 |         1 |        1234 |     774 |       
  20230 | Conjunctive Gravimetric ECCM Scanning Array I                  |           |          5 |         1 |         725 |     202 |       
  20232 | Extra Magnetometric ECCM Scanning Array I                      |           |          5 |         1 |         727 |     202 |       
  20234 | Incremental Magnetometric ECCM Scanning Array I                |           |          5 |         1 |         727 |     202 |       
  20240 | Shielded Gravimetric Backup Cluster I                          |           |          5 |         1 |         720 |     203 |       
  20242 | Warded Gravimetric Backup Cluster I                            |           |          5 |         1 |         720 |     203 |       
  20244 | Secure Ladar Backup Cluster I                                  |           |          5 |         1 |         721 |     203 |       
  20246 | Shielded Ladar Backup Cluster I                                |           |          5 |         1 |         721 |     203 |       
  20248 | Warded Ladar Backup Cluster I                                  |           |          5 |         1 |         721 |     203 |       
  20250 | Secure Magnetometric Backup Cluster I                          |           |          5 |         1 |         723 |     203 |       
  20252 | Shielded Magnetometric Backup Cluster I                        |           |          5 |         1 |         723 |     203 |       
  20254 | Warded Magnetometric Backup Cluster I                          |           |          5 |         1 |         723 |     203 |       
  20260 | Secure Radar Backup Cluster I                                  |           |          5 |         1 |         722 |     203 |       
  20262 | Shielded Radar Backup Cluster I                                |           |          5 |         1 |         722 |     203 |       
  20264 | Warded Radar Backup Cluster I                                  |           |          5 |         1 |         722 |     203 |       
  20280 | Siege Module I                                                 |           |       4000 |         1 |         801 |     515 |       
  20306 | Torrent Assault Missile                                        |           |      0.015 |         1 |         971 |     772 |       
  20307 | Terror Assault Missile                                         |           |      0.015 |         1 |         971 |     772 |       
  20308 | Hellfire Assault Missile                                       |           |      0.015 |         1 |         971 |     772 |       
  20312 | Guided Missile Precision                                       |           |       0.01 |         1 |         373 |     256 |       
  20314 | Target Navigation Prediction                                   |           |       0.01 |         1 |         373 |     256 |       
   1826 | Dragon F.O.F. Cruise Missile I                                 |           |       0.05 |         1 |         914 |     396 |       
  20315 | Warhead Upgrades                                               |           |       0.01 |         1 |         373 |     256 |       
  20327 | Capital Energy Turret                                          |           |       0.01 |         1 |         364 |     255 |       
  20342 | Advanced Spaceship Command                                     |           |       0.01 |         1 |         377 |     257 |       
  20343 | 50mm Reinforced Steel Plates II                                |           |          5 |         1 |         133 |     329 |       
  20344 | 50mm Reinforced Steel Plates II Blueprint                      |           |       0.01 |         1 |         333 |     349 |       
  20345 | 100mm Reinforced Steel Plates II                               |           |          5 |         1 |         133 |     329 |       
  20346 | 100mm Reinforced Steel Plates II Blueprint                     |           |       0.01 |         1 |         333 |     349 |       
  20347 | 200mm Reinforced Steel Plates II                               |           |         10 |         1 |         133 |     329 |       
  20348 | 200mm Reinforced Steel Plates II Blueprint                     |           |       0.01 |         1 |         333 |     349 |       
  20349 | 400mm Reinforced Steel Plates II                               |           |         10 |         1 |         133 |     329 |       
  20350 | 400mm Reinforced Steel Plates II Blueprint                     |           |       0.01 |         1 |         333 |     349 |       
   3408 | Reverse Engineering                                            |           |       0.01 |         1 |         375 |     270 |       
  31753 | Small Anti-Thermal Screen Reinforcer I Blueprint               |           |       0.01 |         1 |        1267 |     787 |       
  20351 | 800mm Reinforced Steel Plates II                               |           |         20 |         1 |         133 |     329 |       
  20352 | 800mm Reinforced Steel Plates II Blueprint                     |           |       0.01 |         1 |         333 |     349 |       
  20353 | 1600mm Reinforced Steel Plates II                              |           |         20 |         1 |         133 |     329 |       
  20354 | 1600mm Reinforced Steel Plates II Blueprint                    |           |       0.01 |         1 |         333 |     349 |       
  20405 | Information Warfare Link - Recon Operation                     |           |         60 |         1 |         779 |     316 |       
  20406 | Information Warfare Link - Electronic Superiority              |           |         60 |         1 |         779 |     316 |       
  20408 | Skirmish Warfare Link - Rapid Deployment                       |           |         60 |         1 |         779 |     316 |       
  20409 | Armored Warfare Link - Passive Defense                         |           |         60 |         1 |         779 |     316 |       
  31710 | Small Projectile Metastasis Adjuster II                        |           |       0.01 |         1 |        1237 |     777 |       
  20060 | Amarr Control Tower Small                                      |           |       2000 |         1 |         478 |     365 |       
  20061 | Caldari Control Tower Medium                                   |           |       4000 |         1 |         478 |     365 |       
  20062 | Caldari Control Tower Small                                    |           |       2000 |         1 |         478 |     365 |       
  20063 | Gallente Control Tower Medium                                  |           |       4000 |         1 |         478 |     365 |       
  20064 | Gallente Control Tower Small                                   |           |       2000 |         1 |         478 |     365 |       
  20065 | Minmatar Control Tower Medium                                  |           |       4000 |         1 |         478 |     365 |       
  20066 | Minmatar Control Tower Small                                   |           |       2000 |         1 |         478 |     365 |       
  20069 | Armored Warfare Link - Damage Control                          |           |         60 |         1 |         779 |     316 |       
  20070 | Skirmish Warfare Link - Evasive Maneuvers                      |           |         60 |         1 |         779 |     316 |       
  20110 | Sleeper Foundation Block                                       |           |          1 |         1 |         810 |     530 |       
  20114 | Datacore - Propulsion Subsystems Engineering                   |           |          1 |         1 |         966 |     333 |       
  20115 | Datacore - Engineering Subsystems Engineering                  |           |          1 |         1 |         966 |     333 |       
  20116 | Datacore - Electronic Subsystems Engineering                   |           |          1 |         1 |         966 |     333 |       
  20121 | Crystal Alpha                                                  |           |          1 |         1 |         618 |     300 |       
  20124 | Siege Warfare Link - Active Shielding                          |           |         60 |         1 |         779 |     316 |       
  20126 | Curse Blueprint                                                |           |       0.01 |         1 |         900 |     106 |       
  20138 | Heavy Assault Missile Launcher I                               |           |         10 |         1 |         974 |     771 |       
  20158 | Crystal Gamma                                                  |           |          1 |         1 |         620 |     300 |       
  20159 | Crystal Delta                                                  |           |          1 |         1 |         621 |     300 |       
  20160 | Crystal Epsilon                                                |           |          1 |         1 |         622 |     300 |       
  20161 | Crystal Omega                                                  |           |          1 |         1 |        1151 |     300 |       
  20171 | Datacore - Hydromagnetic Physics                               |           |          1 |         1 |         966 |     333 |       
  20172 | Datacore - Minmatar Starship Engineering                       |           |          1 |         1 |         966 |     333 |       
  20175 | Simple Reactor Array                                           |           |       4000 |         1 |         490 |     438 |       
  20183 | Providence                                                     |           |   18500000 |         1 |         767 |     513 |       
  20184 | Providence Blueprint                                           |           |       0.01 |         1 |         788 |     525 |       
  20185 | Charon                                                         |           |   16250000 |         1 |         768 |     513 |       
  20186 | Charon Blueprint                                               |           |       0.01 |         1 |         789 |     525 |       
  20187 | Obelisk                                                        |           |   17550000 |         1 |         769 |     513 |       
  20188 | Obelisk Blueprint                                              |           |       0.01 |         1 |         790 |     525 |       
  20189 | Fenrir                                                         |           |   15500000 |         1 |         770 |     513 |       
  20190 | Fenrir Blueprint                                               |           |       0.01 |         1 |         791 |     525 |       
  20209 | Rocket Specialization                                          |           |       0.01 |         1 |         373 |     256 |       
  20210 | Standard Missile Specialization                                |           |       0.01 |         1 |         373 |     256 |       
  20211 | Heavy Missile Specialization                                   |           |       0.01 |         1 |         373 |     256 |       
  20212 | Cruise Missile Specialization                                  |           |       0.01 |         1 |         373 |     256 |       
  20213 | Torpedo Specialization                                         |           |       0.01 |         1 |         373 |     256 |       
   2020 | Large Capacitor Battery I                                      |           |         15 |         1 |         705 |      61 |       
  20214 | Extra Radar ECCM Scanning Array I                              |           |          5 |         1 |         729 |     202 |       
  20218 | Conjunctive Radar ECCM Scanning Array I                        |           |          5 |         1 |         729 |     202 |       
  20220 | Extra Ladar ECCM Scanning Array I                              |           |          5 |         1 |         726 |     202 |       
  20222 | Incremental Ladar ECCM Scanning Array I                        |           |          5 |         1 |         726 |     202 |       
  20224 | Conjunctive Ladar ECCM Scanning Array I                        |           |          5 |         1 |         726 |     202 |       
   2038 | Cargo Scanner II                                               |           |          5 |         1 |         711 |      47 |       
  20226 | Extra Gravimetric ECCM Scanning Array I                        |           |          5 |         1 |         725 |     202 |       
  19962 | Shadow Iron Charge S                                           |           |      0.005 |         1 |         993 |      85 |       
  31698 | Small Projectile Locus Coordinator II                          |           |       0.01 |         1 |        1237 |     777 |       
  19964 | Shadow Tungsten Charge S                                       |           |      0.005 |         1 |         993 |      85 |       
  19966 | Shadow Iridium Charge S                                        |           |      0.005 |         1 |         993 |      85 |       
  19968 | Shadow Lead Charge S                                           |           |      0.005 |         1 |         993 |      85 |       
  19970 | Arch Angel Carbonized Lead S                                   |           |      0.004 |         1 |         989 |      83 |       
  19972 | Arch Angel Nuclear S                                           |           |     0.0035 |         1 |         989 |      83 |       
  19974 | Arch Angel Proton S                                            |           |      0.003 |         1 |         989 |      83 |       
  19976 | Arch Angel Depleted Uranium S                                  |           |     0.0025 |         1 |         989 |      83 |       
  19978 | Sanshas Radio S                                                |           |          1 |         1 |         997 |      86 |       
  19980 | Sanshas Microwave S                                            |           |          1 |         1 |         997 |      86 |       
  19982 | Sanshas Infrared S                                             |           |          1 |         1 |         997 |      86 |       
  19984 | Sanshas Standard S                                             |           |          1 |         1 |         997 |      86 |       
  19986 | Arch Angel Titanium Sabot S                                    |           |    0.00325 |         1 |         989 |      83 |       
  19988 | Arch Angel Fusion S                                            |           |    0.00375 |         1 |         989 |      83 |       
  19990 | Arch Angel Phased Plasma S                                     |           |    0.00425 |         1 |         989 |      83 |       
  19994 | Arch Angel Carbonized Lead M                                   |           |       0.02 |         1 |         988 |      83 |       
  19996 | Arch Angel Nuclear M                                           |           |     0.0175 |         1 |         988 |      83 |       
  19998 | Arch Angel Proton M                                            |           |      0.015 |         1 |         988 |      83 |       
   2194 | Praetor I Blueprint                                            |           |       0.01 |         1 |         359 |     176 |       
  20000 | Arch Angel Depleted Uranium M                                  |           |     0.0125 |         1 |         988 |      83 |       
  20002 | Arch Angel Titanium Sabot M                                    |           |    0.01625 |         1 |         988 |      83 |       
  20004 | Arch Angel Fusion M                                            |           |    0.01875 |         1 |         988 |      83 |       
  20006 | Arch Angel Phased Plasma M                                     |           |    0.02125 |         1 |         988 |      83 |       
  20008 | Arch Angel EMP M                                               |           |      0.025 |         1 |         988 |      83 |       
  20010 | Sanshas Radio M                                                |           |          1 |         1 |         996 |      86 |       
  20012 | Sanshas Microwave M                                            |           |          1 |         1 |         996 |      86 |       
  20014 | Sanshas Infrared M                                             |           |          1 |         1 |         996 |      86 |       
  20016 | Sanshas Standard M                                             |           |          1 |         1 |         996 |      86 |       
  20018 | Sanshas Radio L                                                |           |          1 |         1 |         995 |      86 |       
  20020 | Sanshas Microwave L                                            |           |          1 |         1 |         995 |      86 |       
  20022 | Sanshas Infrared L                                             |           |          1 |         1 |         995 |      86 |       
  20024 | Sanshas Standard L                                             |           |          1 |         1 |         995 |      86 |       
  20026 | Sanshas Radio XL                                               |           |          1 |         1 |        1007 |      86 |       
  20028 | Sanshas Microwave XL                                           |           |          1 |         1 |        1007 |      86 |       
  20032 | Sanshas Standard XL                                            |           |          1 |         1 |        1007 |      86 |       
  20034 | Shadow Thorium Charge S                                        |           |      0.005 |         1 |         993 |      85 |       
  20036 | Shadow Uranium Charge S                                        |           |      0.005 |         1 |         993 |      85 |       
  20038 | Shadow Plutonium Charge S                                      |           |      0.005 |         1 |         993 |      85 |       
  20040 | Shadow Antimatter Charge S                                     |           |      0.005 |         1 |         993 |      85 |       
  20043 | Shadow Iron Charge M                                           |           |      0.025 |         1 |         992 |      85 |       
  20045 | Shadow Tungsten Charge M                                       |           |      0.025 |         1 |         992 |      85 |       
  30536 | Amarr Electronic Systems                                       |           |       0.01 |         1 |        1110 |     989 |       
  20047 | Shadow Iridium Charge M                                        |           |      0.025 |         1 |         992 |      85 |       
  20049 | Shadow Lead Charge M                                           |           |      0.025 |         1 |         992 |      85 |       
  20051 | Shadow Thorium Charge M                                        |           |      0.025 |         1 |         992 |      85 |       
  20053 | Shadow Uranium Charge M                                        |           |      0.025 |         1 |         992 |      85 |       
  20055 | Shadow Plutonium Charge M                                      |           |      0.025 |         1 |         992 |      85 |       
  20057 | Shadow Antimatter Charge M                                     |           |      0.025 |         1 |         992 |      85 |       
  31686 | Small Projectile Collision Accelerator II                      |           |       0.01 |         1 |        1237 |     777 |       
  19696 | Hardwiring - Zainou 'Deadeye' ZGA1000                          |           |          1 |         1 |        1180 |     742 |       
  19697 | Hardwiring - Zainou 'Deadeye' ZGC1000                          |           |          1 |         1 |        1163 |     742 |       
  19698 | Hardwiring - Zainou 'Deadeye' ZGL1000                          |           |          1 |         1 |        1186 |     742 |       
  30118 | Legion Offensive - Assault Optimization                        |           |          5 |         1 |        1130 |     956 |       
  19699 | Hardwiring - Zainou 'Deadeye' ZGM1000                          |           |          1 |         1 |        1171 |     742 |       
  19700 | Hardwiring - Zainou 'Deadeye' ZGS1000                          |           |          1 |         1 |        1155 |     742 |       
  19720 | Revelation                                                     |           |   18500000 |         1 |         762 |     485 |       
     18 | Plagioclase                                                    |           |       0.35 |         1 |         516 |     458 |       
  19721 | Revelation Blueprint                                           |           |       0.01 |         1 |         783 |     537 |       
     19 | Spodumain                                                      |           |         16 |         1 |         517 |     461 |       
  19722 | Naglfar                                                        |           |   15500000 |         1 |         765 |     485 |       
  19723 | Naglfar Blueprint                                              |           |       0.01 |         1 |         786 |     537 |       
  19724 | Moros                                                          |           |   17550000 |         1 |         764 |     485 |       
  19727 | Phoenix Blueprint                                              |           |       0.01 |         1 |         784 |     537 |       
  19739 | Cruise Missile Launcher II                                     |           |         20 |         1 |         643 |     506 |       
  19740 | Cruise Missile Launcher II Blueprint                           |           |       0.01 |         1 |         340 |     136 |       
     36 | Mexallon                                                       |           |       0.01 |         1 |          18 |      18 |       
  19744 | Sigil                                                          |           |     230000 |         1 |          85 |      28 |       
  19745 | Sigil Blueprint                                                |           |       0.01 |         1 |         285 |     108 |       
  19759 | Long Distance Jamming                                          |           |       0.01 |         1 |         367 |     272 |       
  19760 | Frequency Modulation                                           |           |       0.01 |         1 |         367 |     272 |       
  19761 | Signal Dispersion                                              |           |       0.01 |         1 |         367 |     272 |       
  19766 | Signal Suppression                                             |           |       0.01 |         1 |         367 |     272 |       
     42 | Spiced Wine                                                    |           |        0.5 |         1 |         492 |     280 |       
  19767 | Turret Destabilization                                         |           |       0.01 |         1 |         367 |     272 |       
  19806 | Target Painter II                                              |           |          5 |         1 |         757 |     379 |       
     44 | Enriched Uranium                                               |           |          1 |         1 |          22 |     282 |       
  19807 | Target Painter II Blueprint                                    |           |       0.01 |         1 |         323 |     504 |       
  19808 | Partial Weapon Navigation                                      |           |          5 |         1 |         757 |     379 |       
  19810 | Peripheral Weapon Navigation Diameter                          |           |          5 |         1 |         757 |     379 |       
  19812 | Parallel Weapon Navigation Transmitter                         |           |          5 |         1 |         757 |     379 |       
  19814 | Phased Weapon Navigation Array Generation Extron               |           |          5 |         1 |         757 |     379 |       
  19921 | Target Painting                                                |           |       0.01 |         1 |         367 |     272 |       
  19922 | Signature Focusing                                             |           |       0.01 |         1 |         367 |     272 |       
  19923 | Induced Ion Field ECM I                                        |           |          5 |         1 |         715 |     201 |       
  19925 | Compulsive Ion Field ECM I                                     |           |          5 |         1 |         715 |     201 |       
  19927 | 'Hypnos' Ion Field ECM I                                       |           |          5 |         1 |         715 |     201 |       
    186 | Carbonized Lead M                                              |           |       0.02 |         1 |         112 |      83 |       
  19929 | Induced Multispectral ECM I                                    |           |          5 |         1 |         719 |     201 |       
  19931 | Compulsive Multispectral ECM I                                 |           |          5 |         1 |         719 |     201 |       
  19933 | 'Hypnos' Multispectral ECM I                                   |           |          5 |         1 |         719 |     201 |       
  19935 | Languid Phase Inversion ECM I                                  |           |          5 |         1 |         716 |     201 |       
  19937 | Halting Phase Inversion ECM I                                  |           |          5 |         1 |         716 |     201 |       
  19939 | Enfeebling Phase Inversion ECM I                               |           |          5 |         1 |         716 |     201 |       
  19942 | FZ-3a Disruptive Spatial Destabilizer ECM                      |           |          5 |         1 |         717 |     201 |       
  19944 | CZ-4 Concussive Spatial Destabilizer ECM                       |           |          5 |         1 |         717 |     201 |       
  19946 | BZ-5 Neutralizing Spatial Destabilizer ECM                     |           |          5 |         1 |         717 |     201 |       
  19948 | 'Gloom' I White Noise ECM                                      |           |          5 |         1 |         718 |     201 |       
  19950 | 'Shade' I White Noise ECM                                      |           |          5 |         1 |         718 |     201 |       
  19952 | 'Umbra' I White Noise ECM                                      |           |          5 |         1 |         718 |     201 |       
    202 | Paradise Cruise Missile                                        |           |       0.05 |         1 |         921 |     386 |       
    203 | Wrath Cruise Missile                                           |           |       0.05 |         1 |         921 |     386 |       
    209 | Scourge Heavy Missile                                          |           |       0.03 |         1 |         924 |     385 |       
    210 | Bloodclaw Light Missile                                        |           |      0.015 |         1 |         920 |     384 |       
  29981 | Proteus Defensive - Augmented Plating                          |           |         20 |         1 |        1129 |     954 |       
  29992 | Optimized Nano-engines                                         |           |         10 |         1 |        1147 |     964 |       
  30028 | Combat Scanner Probe I                                         |           |          1 |         1 |        1199 |     479 |       
  30040 | Legion Electronics - Dissolution Sequencer                     |           |          5 |         1 |        1118 |     955 |       
  30060 | Proteus Electronics - Dissolution Sequencer                    |           |          5 |         1 |        1120 |     955 |       
  30078 | Legion Propulsion - Fuel Catalyst                              |           |          5 |         1 |        1134 |     957 |       
  30098 | Proteus Propulsion - Localized Injectors                       |           |          5 |         1 |        1136 |     957 |       
  30117 | Legion Offensive - Drone Synthesis Projector                   |           |          5 |         1 |        1130 |     956 |       
  30119 | Legion Offensive - Liquid Crystal Magnifiers                   |           |          5 |         1 |        1130 |     956 |       
  30173 | Legion Engineering - Capacitor Regeneration Matrix             |           |          5 |         1 |        1122 |     958 |       
  30254 | Electromechanical Hull Sheeting                                |           |       0.01 |         1 |        1148 |     966 |       
  30303 | Fulleroferrocene                                               |           |        0.1 |         1 |        1146 |     974 |       
  30373 | Fullerite-C72                                                  |           |          4 |         1 |        1145 |     711 |       
  30389 | Subsystem Assembly Array                                       |           |      17000 |         1 |         932 |     397 |       
  30466 | Electromechanical Interface Nexus                              |           |         10 |         1 |        1147 |     964 |       
  30588 | Wrecked Power Cores                                            |           |         10 |         1 |        1149 |     992 |       
  30605 | Wrecked Electromechanical Component                            |           |         10 |         1 |        1149 |     990 |       
  30618 | Wrecked Armor Nanobot                                          |           |         10 |         1 |        1149 |     993 |       
  30754 | Wrecked Hull Section                                           |           |        100 |         1 |        1149 |     997 |       
  19411 | 13th Tier Overseer's Personal Effects                          |           |         10 |         1 |         751 |     493 |       
  31662 | Small Projectile Ambit Extension II                            |           |       0.01 |         1 |        1237 |     777 |       
  19412 | 14th Tier Overseer's Personal Effects                          |           |         10 |         1 |         751 |     493 |       
  19413 | 15th Tier Overseer's Personal Effects                          |           |         10 |         1 |         751 |     493 |       
  19414 | 16th Tier Overseer's Personal Effects                          |           |         10 |         1 |         751 |     493 |       
  19415 | 17th Tier Overseer's Personal Effects                          |           |         10 |         1 |         751 |     493 |       
  19416 | 18th Tier Overseer's Personal Effects                          |           |         10 |         1 |         751 |     493 |       
  19417 | 19th Tier Overseer's Personal Effects                          |           |         10 |         1 |         751 |     493 |       
  19418 | 20th Tier Overseer's Personal Effects                          |           |         10 |         1 |         751 |     493 |       
